SECTOR;CANTIDAD;FOB_TOTAL;FLETE_TOTAL;CIF_TOTAL
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;1432.25;39.1;1473.18
1;1;1432.25;39.1;1473.18
1;1;1432.25;39.1;1473.18
1;20;2021.23;55.18;2079
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;3;319.48;8.72;328.61
1;1;983.45;26.85;1011.56
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;3;240.87;4.69;245.86
2;20;7121.4;138.77;7269.24
2;50;7336.5;142.96;7488.8
2;200;15888;309.6;16217.84
2;10;3813.1;74.3;3892.25
2;10;3252.2;63.37;3319.71
2;30;2859.9;55.72;2919.26
1;1;655.19;24.79;680.83
1;24;13400.4;507.13;13924.91
1;8;6819.2;258.06;7086.1
1;5;4262;161.29;4428.81
1;1;2978;112.7;3094.56
1;1;3997.36;151.27;4153.81
1;1;2114.7;80.03;2197.47
1;1;3772.6;142.77;3920.26
1;36;37689.84;1364.64;39100.7
1;9;37689.84;1680.59;39416.44
1;13;11081.2;484.05;11579.7
1;20;20938.8;914.65;21880.76
1;3;3297.54;144.04;3445.88
1;1;299.23;7.93;307.54
1;1;299.23;7.93;307.54
1;1;299.23;7.93;307.54
1;1;299.23;7.93;307.54
1;1;299.23;7.93;307.54
1;1;299.23;7.93;307.54
1;1;299.23;7.93;307.54
1;45;5290.06;140.26;5437.06
1;12;872.05;23.12;896.28
1;15;2164.11;57.38;2224.25
1;8;1427.78;37.85;1467.45
1;10;2094.65;55.53;2152.85
1;10;1603.05;42.5;1647.59
1;1;1136.02;30.12;1167.58
1;10;2083.96;55.25;2141.86
1;7;1563.5;41.45;1606.94
1;43;3124.87;82.85;3211.7
1;43;2849.15;75.54;2928.32
1;8;718.16;19.04;738.11
1;21;1885.18;49.98;1937.56
1;24;4001.21;106.09;4112.4
1;7;1249.31;33.12;1284.02
1;8;940.45;24.93;966.57
1;2;374.04;9.91;384.42
1;1;103.66;2.74;106.53
1;1;103.66;2.74;106.53
1;1;103.66;2.74;106.53
1;1;103.66;2.74;106.53
1;1;103.66;2.74;106.53
1;1;103.66;2.74;106.53
1;1;103.66;2.74;106.53
1;1;103.66;2.74;106.53
1;1;103.66;2.74;106.53
1;1;103.66;2.74;106.53
1;1;245.8;6.51;252.62
1;4;833.58;22.1;856.74
1;12;2680.29;71.06;2754.76
1;1;131.45;3.48;135.09
1;1;131.45;3.48;135.09
1;1;131.45;3.48;135.09
1;1;131.45;3.48;135.09
1;1;131.45;3.48;135.09
1;1;131.45;3.48;135.09
1;1;131.45;3.48;135.09
1;1;131.45;3.48;135.09
1;1;131.45;3.48;135.09
1;1;131.45;3.48;135.09
1;34;3924.26;104.05;4033.31
1;8;1949.3;51.68;2003.46
1;40;5386.24;142.81;5535.91
1;4;748.09;19.83;768.87
1;6;1429.92;37.91;1469.65
1;1;360.15;9.54;370.14
1;12;5411.89;143.49;5562.28
1;9;4684.11;124.19;4814.27
1;6;705.34;18.7;724.94
1;7;1167.02;30.94;1199.44
1;7;1466.25;38.87;1506.99
1;10;2543.5;67.44;2614.18
1;5;892.36;23.66;917.15
2;1;1202.28;31.87;1235.68
1;45;6492.35;172.14;6672.77
1;20;17048;424.26;17494.05
1;4;3682.6;91.64;3778.94
2;10;4626;115.12;4747.03
2;10;3889.4;96.79;3991.16
2;140;11344.2;282.31;11641.01
1;10;8868.4;220.7;9100.43
1;1;1248.98;31.08;1281.65
1;4;5179.92;128.91;5315.45
1;1;1055.09;26.25;1082.68
1;1;1339.06;33.32;1374.09
1;4;4995.92;124.33;5126.63
1;1;1248.98;31.08;1281.65
2;15;5674.35;141.21;5822.81
2;10;3317.2;63.77;3385.21
2;10;3782.9;72.72;3860.45
2;49;6912.92;132.9;7054.65
2;105;15714.3;302.1;16036.48
2;24;8716.56;167.57;8895.27
2;15;7077.75;136.06;7222.85
1;1;889.24;28.39;918.77
1;1;889.24;28.39;918.77
1;1;133.6;7.91;141.68
1;1;133.6;7.91;141.68
1;1;133.6;7.91;141.68
1;1;133.6;7.91;141.68
1;1;133.6;7.91;141.68
1;1;133.6;7.91;141.68
1;1;133.6;7.91;141.68
1;1;133.6;7.91;141.68
1;1;133.6;7.91;141.68
1;1;133.6;7.91;141.68
1;1;220.12;10.45;230.85
1;1;220.12;10.45;230.85
1;1;220.12;10.45;230.85
1;1;220.12;10.45;230.85
1;1;220.12;10.45;230.85
1;1;220.12;10.45;230.85
1;1;220.12;10.45;230.85
1;1;220.12;10.45;230.85
1;1;220.12;10.45;230.85
1;1;220.12;10.45;230.85
2;47;1698.54;44.68;1745.4
1;3;1599.97;42.08;1644.1
1;15;1642.68;43.21;1688
1;24;3443.07;90.57;3538.07
1;1;79.94;2.1;82.14
1;1;79.94;2.1;82.14
1;1;79.94;2.1;82.14
1;1;79.94;2.1;82.14
1;1;79.94;2.1;82.14
1;1;79.94;2.1;82.14
1;1;79.94;2.1;82.14
1;1;79.94;2.1;82.14
1;1;79.94;2.1;82.14
1;1;79.94;2.1;82.14
1;1;177.41;4.66;182.29
1;1;177.41;4.66;182.29
1;1;177.41;4.66;182.29
1;1;177.41;4.66;182.29
1;1;177.41;4.66;182.29
1;1;177.41;4.66;182.29
1;1;177.41;4.66;182.29
1;1;177.41;4.66;182.29
1;1;177.41;4.66;182.29
1;1;177.41;4.66;182.29
1;1;183.98;4.84;189.05
1;1;183.98;4.84;189.05
1;1;183.98;4.84;189.05
1;1;183.98;4.84;189.05
1;1;183.98;4.84;189.05
1;1;132.51;3.48;136.16
1;1;132.51;3.48;136.16
1;1;132.51;3.48;136.16
1;1;132.51;3.48;136.16
1;1;132.51;3.48;136.16
1;1;132.51;3.48;136.16
1;1;132.51;3.48;136.16
1;1;132.51;3.48;136.16
1;1;132.51;3.48;136.16
1;1;132.51;3.48;136.16
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;428.19;11.26;440
1;1;174.12;4.58;178.92
1;1;174.12;4.58;178.92
1;1;174.12;4.58;178.92
1;1;174.12;4.58;178.92
1;1;174.12;4.58;178.92
1;1;174.12;4.58;178.92
1;1;174.12;4.58;178.92
1;1;174.12;4.58;178.92
1;1;174.12;4.58;178.92
1;1;174.12;4.58;178.92
1;1;139.08;3.65;142.9
1;1;139.08;3.65;142.9
1;1;139.08;3.65;142.9
1;1;139.08;3.65;142.9
1;1;139.08;3.65;142.9
1;1;139.08;3.65;142.9
1;1;139.08;3.65;142.9
1;1;139.08;3.65;142.9
1;1;139.08;3.65;142.9
1;1;139.08;3.65;142.9
1;1;738.11;19.41;758.47
1;2;488.42;12.84;501.88
1;8;1182.73;31.11;1215.36
1;4;1226.54;32.26;1260.37
1;2;924.28;24.31;949.78
1;4;657.07;17.28;675.19
1;8;727.16;19.12;747.21
1;1;226.69;5.96;232.94
1;1;226.69;5.96;232.94
1;1;226.69;5.96;232.94
1;1;226.69;5.96;232.94
1;1;226.69;5.96;232.94
1;1;226.69;5.96;232.94
1;1;226.69;5.96;232.94
1;1;226.69;5.96;232.94
1;1;226.69;5.96;232.94
1;1;226.69;5.96;232.94
2;1;1425.86;37.5;1465.19
1;1;428.42;9.95;438.91
1;1;428.42;9.95;438.91
2;9;208.93;4.85;214.04
1;2;755.55;17.55;774.06
2;66;1671.5;38.82;1712.46
1;7;1292.67;30.02;1324.34
1;15;2136.86;49.63;2189.22
1;35;2991.6;69.48;3064.91
1;38;6255.45;145.3;6408.76
1;10;1055.24;24.51;1081.1
1;10;1582.86;36.76;1621.64
1;2;1101.67;25.58;1128.66
2;60;1519.54;35.29;1556.77
2;80;2110.48;49.02;2162.2
1;2;375.66;8.72;384.86
1;2;424.2;9.85;434.59
1;7;1292.67;30.02;1324.34
1;6;2671.87;62.06;2737.35
1;1;107.63;2.5;110.26
1;1;107.63;2.5;110.26
1;1;107.63;2.5;110.26
1;1;107.63;2.5;110.26
1;1;107.63;2.5;110.26
1;1;107.63;2.5;110.26
1;1;107.63;2.5;110.26
1;1;107.63;2.5;110.26
1;1;107.63;2.5;110.26
1;1;107.63;2.5;110.26
1;1;135.07;3.13;138.37
1;1;135.07;3.13;138.37
1;1;135.07;3.13;138.37
1;1;135.07;3.13;138.37
1;1;135.07;3.13;138.37
1;1;135.07;3.13;138.37
1;1;135.07;3.13;138.37
1;1;135.07;3.13;138.37
1;1;135.07;3.13;138.37
1;1;135.07;3.13;138.37
1;1;221.6;5.14;227.02
1;1;221.6;5.14;227.02
1;1;221.6;5.14;227.02
1;1;221.6;5.14;227.02
1;1;221.6;5.14;227.02
1;1;221.6;5.14;227.02
1;1;221.6;5.14;227.02
1;1;221.6;5.14;227.02
1;1;221.6;5.14;227.02
1;1;221.6;5.14;227.02
1;1;4683.16;108.77;4797.93
1;4;1717.93;39.9;1760.03
1;4;1578.64;36.66;1617.32
2;133;3508.67;81.49;3594.65
2;34;1183.98;27.5;1212.99
2;84;2925.12;67.94;2996.8
1;1;1895.21;44.02;1941.65
1;1;3518.17;81.72;3604.39
1;1;1990.18;46.22;2038.95
1;1;1861.44;43.23;1907.05
1;1;2799.55;65.02;2868.15
1;1;4764.41;110.66;4881.17
1;1;3742.94;86.94;3834.67
1;4;464.3;10.78;475.67
1;8;700.68;16.27;717.84
1;1;85.47;1.98;87.56
1;1;85.47;1.98;87.56
1;1;85.47;1.98;87.56
1;1;85.47;1.98;87.56
1;1;85.47;1.98;87.56
1;1;85.47;1.98;87.56
1;1;85.47;1.98;87.56
1;1;85.47;1.98;87.56
1;1;85.47;1.98;87.56
1;1;85.47;1.98;87.56
1;1;164.61;3.82;168.64
1;1;164.61;3.82;168.64
1;1;164.61;3.82;168.64
1;1;164.61;3.82;168.64
1;1;164.61;3.82;168.64
1;1;164.61;3.82;168.64
1;1;164.61;3.82;168.64
1;1;164.61;3.82;168.64
1;1;164.61;3.82;168.64
1;1;164.61;3.82;168.64
1;6;1057.35;24.56;1083.26
1;1;273.3;6.34;279.99
1;2;428.42;9.95;438.91
1;2;504.4;11.71;516.75
1;12;1760.14;40.88;1803.27
1;28;2747.84;63.82;2815.18
1;32;3984.59;92.55;4082.24
1;66;11352.28;263.68;11630.5
1;73;8473.58;196.82;8681.26
1;2;1027.8;23.87;1052.98
1;4;941.27;21.86;964.33
1;6;2133.69;49.56;2185.98
1;12;3545.61;82.36;3632.5
3;1;1612.61;68.08;1696.81
3;1;3162.64;133.51;3327.77
1;1;849.98;23.11;874.18
1;1;849.98;23.11;874.18
1;1;849.98;23.11;874.18
1;1;849.98;23.11;874.18
1;1;849.98;23.11;874.18
1;1;811.84;22.08;834.96
2;13;467.49;12.71;480.8
1;12;810.75;22.05;833.84
1;32;2371.22;64.49;2438.75
1;6;549.21;14.93;564.84
1;14;1281.51;34.85;1318
1;1;881.58;23.97;906.68
1;1;881.58;23.97;906.68
1;1;1541.95;41.93;1585.86
1;1;1541.95;41.93;1585.86
1;2;322.55;8.77;331.73
1;8;2074.82;56.42;2133.9
1;4;353.06;9.6;363.11
1;1;136.21;3.7;140.08
1;1;136.21;3.7;140.08
1;1;136.21;3.7;140.08
1;1;136.21;3.7;140.08
1;1;136.21;3.7;140.08
1;1;136.21;3.7;140.08
1;1;136.21;3.7;140.08
1;1;136.21;3.7;140.08
1;1;136.21;3.7;140.08
1;1;136.21;3.7;140.08
1;1;1220.48;33.19;1255.23
1;1;1220.48;33.19;1255.23
1;1;183.07;4.97;188.27
1;1;1094.07;29.75;1125.22
1;1;183.07;4.97;188.27
1;1;183.07;4.97;188.27
1;1;183.07;4.97;188.27
1;1;183.07;4.97;188.27
1;1;183.07;4.97;188.27
1;1;183.07;4.97;188.27
1;1;183.07;4.97;188.27
1;1;183.07;4.97;188.27
1;1;183.07;4.97;188.27
1;1;397.59;10.81;408.91
1;1;397.59;10.81;408.91
1;1;397.59;10.81;408.91
1;1;397.59;10.81;408.91
1;1;397.59;10.81;408.91
1;1;397.59;10.81;408.91
1;1;397.59;10.81;408.91
1;1;397.59;10.81;408.91
1;1;397.59;10.81;408.91
1;1;397.59;10.81;408.91
1;2;457.68;12.44;470.7
1;8;1359.97;36.98;1398.69
1;4;435.88;11.85;448.29
1;4;470.75;12.8;484.15
1;4;571.01;15.53;587.27
1;2;429.35;11.67;441.57
1;8;592.8;16.12;609.68
1;3;274.6;7.46;282.41
1;12;1124.59;30.59;1156.62
1;1;1220.49;33.19;1255.25
1;1;620.05;16.86;637.7
1;1;620.05;16.86;637.7
1;2;135.13;3.68;138.97
2;47;4570.28;112.28;4688.41
1;25;21736.25;534.03;22298.11
2;20;2821.6;69.32;2894.53
2;1;471.85;11.59;484.04
2;5;1658.6;40.75;1701.47
1;24;13668.48;335.81;14021.79
1;1;2047.11;46.94;2114.52
1;1;2047.11;46.94;2114.52
1;1;207.39;4.75;214.21
1;1;207.39;4.75;214.21
1;1;207.39;4.75;214.21
1;1;207.39;4.75;214.21
1;1;207.39;4.75;214.21
1;1;155.81;3.57;160.93
1;1;155.81;3.57;160.93
1;1;155.81;3.57;160.93
1;1;155.81;3.57;160.93
1;1;155.81;3.57;160.93
1;1;155.81;3.57;160.93
1;1;155.81;3.57;160.93
1;1;155.81;3.57;160.93
1;1;155.81;3.57;160.93
1;1;155.81;3.57;160.93
1;1;253.6;5.81;261.94
1;1;253.6;5.81;261.94
1;1;253.6;5.81;261.94
1;1;253.6;5.81;261.94
1;1;253.6;5.81;261.94
1;1;253.6;5.81;261.94
1;1;124.65;2.85;128.74
1;1;124.65;2.85;128.74
1;1;124.65;2.85;128.74
1;1;124.65;2.85;128.74
1;1;124.65;2.85;128.74
1;1;124.65;2.85;128.74
1;1;124.65;2.85;128.74
1;1;124.65;2.85;128.74
1;1;124.65;2.85;128.74
1;1;124.65;2.85;128.74
1;1;845.71;19.39;873.55
1;1;1301.34;29.84;1344.19
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
3;1;6254.67;228.26;6545.47
1;20;8177.88;103.5;8305.87
1;75;6841.86;86.59;6948.94
1;18;6722.31;85.08;6827.52
1;20;8757.34;110.83;8894.4
1;48;5254.64;66.5;5336.88
1;44;4631.24;58.61;4703.72
1;50;3112.6;39.39;3161.31
1;80;4636.45;58.68;4709.01
1;10;11366.5;143.86;11544.4
1;84;3875.6;49.05;3936.26
1;90;4540.01;57.46;4611.07
1;90;6858.23;86.8;6965.57
1;50;8424.45;106.62;8556.3
1;40;6353.39;80.41;6452.83
1;50;4561.24;57.73;4632.63
1;300;7844.59;99.28;7967.36
1;152;4078.1;51.61;4141.92
1;500;9659.27;122.25;9810.45
1;104;3572.48;45.21;3628.39
1;20;10624.5;134.47;10790.79
1;6;3460;69.69;3542.36
1;6;4726.66;95.2;4839.17
1;8;2124.44;42.79;2175.01
1;10;3022.22;60.87;3094.15
1;40;4977.8;100.25;5096.27
1;10;1611.11;32.45;1649.46
1;3;519.99;10.47;532.36
1;6;1226.67;24.7;1255.86
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;805.95;18.48;832.49
1;1;630.79;14.46;651.55
1;1;630.79;14.46;651.55
1;1;630.79;14.46;651.55
1;1;630.79;14.46;651.55
1;1;630.79;14.46;651.55
1;2;449.18;10.3;463.97
1;3;2150.27;49.31;2221.08
1;1;630.79;14.46;651.55
1;1;630.79;14.46;651.55
1;1;716.76;16.43;740.35
2;2;7105.46;204.69;7381.2
1;1;145.17;4.18;150.8
1;15;3650.95;105.17;3792.63
1;15;4584.16;132.05;4762.05
1;10;3678.24;105.96;3820.98
1;4;1842.39;53.07;1913.88
1;5;2657.72;76.56;2760.85
1;1;735.64;21.19;764.18
1;1;735.64;21.19;764.18
1;1;735.64;21.19;764.18
1;1;735.64;21.19;764.18
1;1;735.64;21.19;764.18
1;1;882.99;25.43;917.25
2;128;3492.69;100.61;3628.22
1;15;1800.92;51.87;1870.79
1;15;1800.92;51.87;1870.79
1;15;2865.1;82.53;2976.28
2;186;1367.1;30.61;1411.38
2;6;171.6;3.84;177.15
2;21;1081.08;24.21;1116.1
2;22;1216.16;27.23;1255.55
2;15;1215.45;27.22;1254.82
2;28;2615.48;58.57;2700.2
2;23;2236.52;50.08;2308.96
2;5;1658.6;37.14;1712.32
2;5;1944.7;43.55;2007.69
2;30;1229.4;27.53;1269.22
2;45;2016;45.14;2081.3
2;192;1868.16;41.83;1928.67
2;70;5672.1;127.02;5855.84
2;12;4358.28;97.6;4499.46
2;7;3302.95;73.96;3409.94
2;556;7645;171.2;7892.65
2;20;275;6.15;283.9
2;20;2821.6;63.18;2912.99
2;28;385;8.62;397.47
2;21;400.47;8.96;413.43
2;53;7931.98;177.63;8188.93
1;223;15461.07;901.63;16517.31
1;223;17321.76;1010.13;18505.1
1;216;21112.99;1231.23;22555.35
2;25;3527;125.98;3688.25
1;1;756.58;27.02;791.16
1;2;1373.44;49.06;1436.23
1;1;748.56;26.73;782.77
1;30;17085.6;610.3;17866.75
1;15;13041.75;465.85;13638.01
2;5;1891.45;67.56;1977.92
2;72;1971.37;45.55;2036.63
1;1;1549.72;35.81;1601.02
1;1;1549.72;35.81;1601.02
1;15;3433.48;79.34;3547.15
1;2;1772.04;40.95;1830.71
2;300;10842.57;250.55;11201.54
1;1;2086.37;48.21;2155.44
1;1;2086.37;48.21;2155.44
1;5;974.73;22.52;1006.99
1;1;140.18;3.24;144.82
1;1;140.18;3.24;144.82
1;1;140.18;3.24;144.82
1;1;140.18;3.24;144.82
1;1;140.18;3.24;144.82
1;1;140.18;3.24;144.82
1;1;140.18;3.24;144.82
1;1;140.18;3.24;144.82
1;1;140.18;3.24;144.82
1;1;140.18;3.24;144.82
1;1;134.71;3.11;139.16
1;1;134.71;3.11;139.16
1;1;134.71;3.11;139.16
1;1;134.71;3.11;139.16
1;1;134.71;3.11;139.16
1;1;134.71;3.11;139.16
1;1;134.71;3.11;139.16
1;1;134.71;3.11;139.16
1;1;134.71;3.11;139.16
1;1;134.71;3.11;139.16
1;8;35.04;0.81;36.2
1;5;3652.52;84.4;3773.44
1;1;1099.59;25.41;1135.99
1;2;1461;33.76;1509.37
1;1;543.22;12.55;561.2
1;1;543.22;12.54;561.19
1;1;6253.03;253.53;6569.09
3;1;2938.05;44.75;3012.18
2;286;7456.17;117.36;7648.09
2;305;7633.45;120.15;7829.93
1;33;5746.99;90.46;5894.92
1;20;3879.29;61.06;3979.14
1;1;440.07;6.93;451.4
1;19;3308.87;52.08;3394.03
1;10;1147.1;18.05;1176.62
1;30;3441.31;54.17;3529.89
1;6;2640.42;41.56;2708.38
1;10;1824.93;28.72;1871.89
1;40;4588.41;72.22;4706.51
1;2;229.42;3.61;235.32
1;11;2007.43;31.59;2059.09
1;58;6653.2;104.72;6824.45
1;14;1605.94;25.27;1647.26
1;4;780.03;12.27;800.1
1;3;766.47;12.06;786.19
1;5;1871.86;29.46;1920.03
1;15;2878.18;45.3;2952.26
1;40;4838.69;76.16;4963.23
1;2;241.93;3.8;248.14
2;21;569.38;8.96;584.03
2;2;52.14;0.82;53.48
1;2;183.53;2.88;188.24
1;5;338.91;5.33;347.62
1;20;3483.02;54.82;3572.67
1;1;95.94;1.51;98.4
1;1;95.94;1.51;98.4
1;1;95.94;1.51;98.4
1;1;95.94;1.51;98.4
1;1;95.94;1.51;98.4
1;1;95.94;1.51;98.4
1;1;95.94;1.51;98.4
1;1;95.94;1.51;98.4
1;1;95.94;1.51;98.4
1;1;95.94;1.51;98.4
1;3;262.79;4.13;269.54
1;5;437.98;6.89;449.25
1;5;323.27;5.08;331.58
2;7;240.89;3.79;247.08
2;22;573.55;9.02;588.3
2;24;600.66;9.45;616.11
1;10;875.97;13.78;898.51
1;2;175.19;2.75;179.69
3;1;5192.4;192.39;5436.71
3;1;5192.4;192.39;5436.71
1;1;1503.31;22.73;1541.07
1;10;2326.68;35.18;2385.12
1;10;2486.04;37.59;2548.49
1;1;249.66;3.77;255.92
1;1;249.66;3.77;255.92
1;1;249.66;3.77;255.92
1;1;249.66;3.77;255.92
1;1;249.66;3.77;255.92
1;1;249.66;3.77;255.92
1;1;249.66;3.77;255.92
1;1;249.66;3.77;255.92
1;1;249.66;3.77;255.92
1;1;249.66;3.77;255.92
1;1;152.98;2.31;156.82
1;1;152.98;2.31;156.82
1;1;152.98;2.31;156.82
1;1;152.98;2.31;156.82
1;1;152.98;2.31;156.82
1;1;152.98;2.31;156.82
1;1;152.98;2.31;156.82
1;1;152.98;2.31;156.82
1;1;152.98;2.31;156.82
1;1;152.98;2.31;156.82
1;35;2416.98;36.54;2477.69
2;45;1195.21;18.07;1225.23
2;179;4944.46;74.76;5068.66
2;90;3346.59;50.6;3430.65
1;1;262.41;3.96;268.99
1;1;262.41;3.96;268.99
1;1;262.41;3.96;268.99
1;1;262.41;3.96;268.99
1;1;92.43;1.39;94.74
1;1;92.43;1.39;94.74
1;1;92.43;1.39;94.74
1;1;92.43;1.39;94.74
1;1;92.43;1.39;94.74
2;200;5312.05;80.32;5445.49
1;40;2889.75;43.69;2962.33
1;1;77.55;1.17;79.49
1;1;77.55;1.17;79.49
1;1;77.55;1.17;79.49
1;1;77.55;1.17;79.49
1;1;77.55;1.17;79.49
1;1;77.55;1.17;79.49
1;1;77.55;1.17;79.49
1;1;77.55;1.17;79.49
1;1;77.55;1.17;79.49
1;1;77.55;1.17;79.49
1;2;4953.13;380.49;5383.15
1;2;1759.86;135.19;1912.64
1;1;1155.26;88.74;1255.55
1;2;1574.12;120.92;1710.78
1;1;477.02;36.64;518.43
1;1;477.02;36.64;518.43
1;1;590.53;45.36;641.79
1;1;879.93;67.59;956.31
1;1;590.53;45.36;641.79
1;1;835.84;64.2;908.39
1;3;2759.4;211.97;2998.96
1;1;477.02;36.64;518.43
1;1;1291.28;99.19;1403.38
1;1;590.53;45.36;641.79
1;1;919.8;70.65;999.64
1;2;11098;2350;13558.98
2;60;8464.8;248.08;8797.52
1;2;179.4;5.25;186.44
2;30;4489.8;131.58;4666.27
1;12;6834.24;200.29;7102.87
2;15;4975.8;145.82;5171.37
1;6;3897.18;83.7;4019.85
1;20;2503.63;92.63;2621.29
1;40;4748.27;175.68;4971.43
1;60;4402.94;162.9;4609.86
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;5;944.25;34.93;988.62
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;20;1467.64;54.3;1536.61
1;20;1467.64;54.3;1536.61
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;99.28;3.67;103.94
1;1;180.21;6.66;188.67
1;10;1888.51;69.87;1977.26
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;131.65;4.87;137.83
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;171.58;6.34;179.63
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;216.91;8.02;227.09
1;1;1208.65;44.72;1265.45
1;1;1208.65;44.72;1265.45
1;1;78.77;2.91;82.46
1;1;78.77;2.91;82.46
1;1;78.77;2.91;82.46
1;1;78.77;2.91;82.46
1;1;78.77;2.91;82.46
1;5;701.44;25.95;734.4
1;1;644.25;23.83;674.52
1;1;813.68;30.1;851.91
1;1;813.68;30.1;851.91
1;1;199.64;7.38;209.01
1;1;199.64;7.38;209.01
1;1;199.64;7.38;209.01
1;1;199.64;7.38;209.01
1;1;199.64;7.38;209.01
1;1;199.64;7.38;209.01
3;2;2881;1133.37;4043.18
3;1;1332.21;537.99;1883.52
3;2;1579.1;521.25;2116.14
3;2;1579.1;521.25;2116.14
3;2;1715.79;535.6;2268.54
3;1;629.29;176.94;812.52
3;2;1370.04;401.7;1785.44
3;1;1307.46;537.99;1858.52
3;1;955.54;341.92;1307.01
3;1;629.29;176.94;812.52
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;1;174.88;3.4;180.02
1;60;4542.61;88.31;4676.34
2;110;4105.41;79.81;4226.27
1;1;222.86;4.33;229.41
