SECTOR;CANTIDAD;FOB_TOTAL;FLETE_TOTAL;CIF_TOTAL
1;1;239.72;6.97;246.99
1;1;239.72;6.97;246.99
1;1;239.72;6.97;246.99
1;1;239.72;6.97;246.99
1;1;239.72;6.97;246.99
1;1;239.72;6.97;246.99
1;1;239.72;6.97;246.99
1;1;239.72;6.97;246.99
1;1;239.72;6.97;246.99
1;1;239.72;6.97;246.99
1;1;304.31;8.85;313.55
1;1;304.31;8.85;313.55
1;1;361.23;10.51;372.2
1;1;120.41;3.5;124.06
1;3;120.41;3.5;124.06
1;1;120.41;3.5;124.06
1;1;120.41;3.5;124.06
1;1;120.41;3.5;124.06
1;1;120.41;3.5;124.06
1;1;120.41;3.5;124.06
1;1;597.67;17.39;615.83
1;1;597.67;17.39;615.83
1;1;597.67;17.39;615.83
1;1;597.67;17.39;615.83
1;1;597.67;17.39;615.83
1;1;1215.05;35.35;1251.96
1;1;1215.05;35.35;1251.96
1;1;278.03;8.09;286.47
1;1;278.03;8.09;286.47
1;1;284.6;8.28;293.24
1;1;251.76;7.32;259.4
1;1;251.76;7.32;259.4
1;1;251.76;7.32;259.4
1;1;251.76;7.32;259.4
1;1;251.76;7.32;259.4
1;1;269.28;7.83;277.45
1;1;269.28;7.83;277.45
1;1;269.28;7.83;277.45
1;1;269.28;7.83;277.45
1;1;269.28;7.83;277.45
1;1;291.17;8.47;300.01
1;1;291.17;8.47;300.01
1;1;291.17;8.47;300.01
1;1;291.17;8.47;300.01
1;1;291.17;8.47;300.01
1;1;374.36;10.89;385.73
1;1;374.36;10.89;385.73
1;1;374.36;10.89;385.73
1;1;374.36;10.89;385.73
1;1;374.36;10.89;385.73
1;1;374.36;10.89;385.73
1;1;374.36;10.89;385.73
1;1;374.36;10.89;385.73
1;1;374.36;10.89;385.73
1;1;374.36;10.89;385.73
1;1;455.37;13.25;469.2
1;1;455.37;13.25;469.2
1;1;455.37;13.25;469.2
1;1;455.37;13.25;469.2
1;1;455.37;13.25;469.2
1;1;191.56;5.57;197.37
1;1;191.56;5.57;197.37
1;1;191.56;5.57;197.37
1;1;191.56;5.57;197.37
1;1;191.56;5.57;197.37
1;1;191.56;5.57;197.37
1;1;191.56;5.57;197.37
1;1;191.56;5.57;197.37
1;1;191.56;5.57;197.37
1;1;191.56;5.57;197.37
1;2;152.29;3.73;156.21
2;40;5546.84;135.95;5689.88
2;2;191.15;4.68;196.07
2;10;3260.68;79.92;3344.77
2;6;2293.83;56.22;2352.98
1;1;614.65;19.66;635.1
1;2;1415.68;45.29;1462.79
1;13;9706.06;310.52;10029.11
1;1;800.85;25.62;827.5
1;4;3478.2;111.27;3593.96
2;20;1588.8;50.83;1641.68
2;60;5494.8;175.79;5677.68
2;100;6636;212.3;6856.86
2;40;5532.4;176.99;5716.53
2;15;5341.05;170.87;5518.81
2;10;4626;148;4779.97
2;15;420.6;13.45;434.59
2;14;706.58;22.6;730.09
2;10;3252.2;104.04;3360.44
2;15;5719.65;182.99;5910.02
1;1;1046.83;20.92;1069.09
1;1;1046.83;20.92;1069.09
1;1;1046.83;20.92;1069.09
1;1;520.17;10.39;531.22
1;1;1046.83;20.92;1069.09
1;1;520.17;10.39;531.22
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;84.35;1.68;86.13
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;128.69;2.57;131.42
1;1;186;3.71;189.94
1;1;186;3.71;189.94
1;1;186;3.71;189.94
1;1;186;3.71;189.94
1;1;186;3.71;189.94
1;1;186;3.71;189.94
1;1;186;3.71;189.94
1;1;186;3.71;189.94
1;1;195.74;3.91;199.9
1;1;195.74;3.91;199.9
1;1;195.74;3.91;199.9
1;1;195.74;3.91;199.9
1;1;195.74;3.91;199.9
1;1;195.74;3.91;199.9
1;1;195.74;3.91;199.9
1;1;281.17;5.62;287.15
1;1;281.17;5.62;287.15
1;1;281.17;5.62;287.15
1;1;281.17;5.62;287.15
1;1;281.17;5.62;287.15
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;150.32;3;153.51
1;1;813.24;16.25;830.53
1;1;813.24;16.25;830.53
1;1;978.7;19.56;999.51
1;1;978.7;19.56;999.51
1;1;1614.59;32.27;1648.92
1;1;1614.59;32.27;1648.92
1;1;88.67;1.77;90.55
1;1;88.67;1.77;90.55
1;1;88.67;1.77;90.55
1;1;88.67;1.77;90.55
1;1;88.67;1.77;90.55
1;1;88.67;1.77;90.55
1;1;88.67;1.77;90.55
1;1;88.67;1.77;90.55
1;1;88.67;1.77;90.55
1;1;88.67;1.77;90.55
1;1;100.57;2.01;102.7
1;1;100.57;2.01;102.7
1;1;100.57;2.01;102.7
1;1;100.57;2.01;102.7
1;1;100.57;2.01;102.7
1;1;100.57;2.01;102.7
1;1;100.57;2.01;102.7
1;1;100.57;2.01;102.7
1;1;100.57;2.01;102.7
1;1;100.57;2.01;102.7
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;127.61;2.55;130.32
1;1;147.07;2.94;150.19
1;1;147.07;2.94;150.19
1;1;147.07;2.94;150.19
1;1;147.07;2.94;150.19
1;1;147.07;2.94;150.19
1;1;147.07;2.94;150.19
1;1;147.07;2.94;150.19
1;1;147.07;2.94;150.19
1;1;147.07;2.94;150.19
1;1;147.07;2.94;150.19
1;1;181.68;3.63;185.54
1;1;181.68;3.63;185.54
1;1;181.68;3.63;185.54
1;1;181.68;3.63;185.54
1;1;181.68;3.63;185.54
1;1;181.68;3.63;185.54
1;1;181.68;3.63;185.54
1;1;181.68;3.63;185.54
1;1;181.68;3.63;185.54
1;1;181.68;3.63;185.54
1;1;237.91;4.75;242.96
1;1;237.91;4.75;242.96
1;1;237.91;4.75;242.96
1;1;237.91;4.75;242.96
1;1;237.91;4.75;242.96
1;1;237.91;4.75;242.96
1;1;237.91;4.75;242.96
1;1;237.91;4.75;242.96
1;1;237.91;4.75;242.96
1;1;237.91;4.75;242.96
1;1;236.83;4.73;241.86
1;1;236.83;4.73;241.86
1;1;236.83;4.73;241.86
1;1;236.83;4.73;241.86
1;1;236.83;4.73;241.86
1;1;236.83;4.73;241.86
1;1;236.83;4.73;241.86
1;1;236.83;4.73;241.86
1;1;236.83;4.73;241.86
1;1;236.83;4.73;241.86
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;211.96;4.23;216.46
1;1;211.96;4.23;216.46
1;1;211.96;4.23;216.46
1;1;211.96;4.23;216.46
1;1;211.96;4.23;216.46
1;1;211.96;4.23;216.46
1;1;211.96;4.23;216.46
1;1;211.96;4.23;216.46
1;1;211.96;4.23;216.46
1;1;211.96;4.23;216.46
1;1;178.43;3.56;182.21
1;1;178.43;3.56;182.21
1;1;178.43;3.56;182.21
1;1;178.43;3.56;182.21
1;1;178.43;3.56;182.21
1;1;234.67;4.69;239.66
1;1;234.67;4.69;239.66
1;1;234.67;4.69;239.66
1;1;234.67;4.69;239.66
1;1;234.67;4.69;239.66
1;1;142.75;2.85;145.78
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;105.98;2.11;108.22
1;1;219.53;4.38;224.19
1;1;219.53;4.38;224.19
1;1;219.53;4.38;224.19
1;1;219.53;4.38;224.19
1;1;219.53;4.38;224.19
1;1;513.68;10.26;524.59
1;1;513.68;10.26;524.59
1;1;513.68;10.26;524.59
1;1;513.68;10.26;524.59
1;1;513.68;10.26;524.59
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;697.53;13.94;712.36
1;1;697.53;13.94;712.36
1;1;697.53;13.94;712.36
1;1;697.53;13.94;712.36
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;151.4;3.02;154.61
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;191.41;3.82;195.47
1;1;313.61;6.26;320.27
1;1;313.61;6.26;320.27
1;1;313.61;6.26;320.27
1;1;313.61;6.26;320.27
1;1;313.61;6.26;320.27
1;1;313.61;6.26;320.27
1;1;313.61;6.26;320.27
1;1;313.61;6.26;320.27
1;1;313.61;6.26;320.27
1;1;479.07;9.57;489.25
1;1;479.07;9.57;489.25
1;1;479.07;9.57;489.25
1;1;479.07;9.57;489.25
1;1;479.07;9.57;489.25
1;1;479.07;9.57;489.25
1;1;140.58;2.81;143.57
1;1;140.58;2.81;143.57
1;1;140.58;2.81;143.57
1;1;140.58;2.81;143.57
1;1;140.58;2.81;143.57
1;1;127.61;2.55;130.32
1;1;150.37;3;153.54
1;1;3666.17;157.89;3828.86
1;1;3666.17;157.89;3828.86
1;1;3666.17;157.89;3828.86
1;1;1808.43;77.88;1888.67
1;1;1722.42;74.18;1798.85
1;1;1722.42;74.18;1798.85
1;1;1808.43;77.88;1888.67
1;1;1808.43;77.88;1888.67
1;1;4511.33;194.29;4711.53
1;1;3349;141.02;3494.92
1;1;3349;141.02;3494.92
1;1;204;8.59;212.88
1;1;687;28.92;716.92
1;1;633;26.65;660.57
1;1;687;28.92;716.92
1;1;475;20;495.69
1;1;3197;134.62;3336.3
1;1;1502;63.24;1567.44
1;1;1502;63.24;1567.44
1;1;1721;72.47;1795.99
1;1;1721;72.47;1795.99
1;1;1721;72.47;1795.99
1;1;2459;103.55;2566.15
1;1;365.86;100.4;473.23
1;1;362.27;99.42;468.59
1;1;362.27;99.42;468.59
2;404;6775.08;97.97;6881.64
1;15;12786;275.83;13078.16
1;9;8008.02;172.75;8191
1;10;5908.9;127.47;6043.91
1;4;3409.6;73.55;3487.5
1;12;10228.8;220.66;10462.52
1;1;852.4;18.38;871.86
1;5;4347.25;85.8;4438.59
2;720;12837.6;253.39;13107.36
2;20;7417.4;146.41;7573.27
2;126;2356.2;46.5;2405.7
1;1;889.78;17.56;908.47
1;10;8524;168.25;8703.12
2;40;3813.2;75.26;3893.32
2;150;11916;235.2;12166.39
2;50;7336.5;144.81;7490.66
2;40;5532.4;109.2;5648.65
1;1;1288.68;697.33;1994.45
1;1;1418.94;803.13;2231.36
1;1;444.88;9.96;455.25
1;1;507.98;11.37;519.81
1;1;473.75;10.6;484.78
1;1;473.75;10.6;484.78
1;1;473.75;10.6;484.78
1;1;473.75;10.6;484.78
1;1;473.75;10.6;484.78
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;340.07;7.61;347.99
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;217.09;4.86;222.15
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;245.96;5.5;251.68
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;263.08;5.89;269.21
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;284.46;6.36;291.08
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;365.74;8.18;374.25
1;1;444.88;9.96;455.25
1;1;444.88;9.96;455.25
1;1;444.88;9.96;455.25
1;1;444.88;9.96;455.25
1;1;444.88;9.96;455.25
1;1;444.88;9.96;455.25
1;1;444.88;9.96;455.25
1;1;444.88;9.96;455.25
1;1;444.88;9.96;455.25
1;1;967.83;21.66;990.38
1;1;1596.66;35.74;1633.87
1;1;1596.66;35.74;1633.87
1;1;1596.66;35.74;1633.87
1;1;1596.66;35.74;1633.87
1;1;1596.66;35.74;1633.87
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;117.63;2.63;120.36
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;126.19;2.82;129.12
1;1;148.65;3.32;152.1
1;1;148.65;3.32;152.1
1;1;148.65;3.32;152.1
1;1;148.65;3.32;152.1
1;1;148.65;3.32;152.1
1;1;148.65;3.32;152.1
1;1;148.65;3.32;152.1
1;1;148.65;3.32;152.1
1;1;148.65;3.32;152.1
1;1;148.65;3.32;152.1
1;1;174.31;3.9;178.37
1;1;174.31;3.9;178.37
1;1;174.31;3.9;178.37
1;1;174.31;3.9;178.37
1;1;174.31;3.9;178.37
1;1;174.31;3.9;178.37
1;1;174.31;3.9;178.37
1;1;174.31;3.9;178.37
1;1;174.31;3.9;178.37
1;1;174.31;3.9;178.37
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;1;802.07;17.95;820.75
1;3;2412.63;54.01;2468.86
1;1;1187.06;26.57;1214.72
1;1;1187.04;26.54;1214.63
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;131.05;7.34;138.56
1;1;458.12;25.66;484.38
1;1;458.12;25.66;484.38
1;1;458.12;25.66;484.38
1;1;458.12;25.66;484.38
1;1;458.12;25.66;484.38
1;1;458.12;25.66;484.38
1;1;458.12;25.66;484.38
1;1;523.09;29.3;553.08
1;1;523.09;29.3;553.08
1;1;523.09;29.3;553.08
1;1;523.09;29.3;553.08
1;1;523.09;29.3;553.08
1;1;523.09;29.3;553.08
1;1;523.09;29.3;553.08
1;1;523.09;29.3;553.08
1;1;523.09;29.3;553.08
1;1;523.09;29.3;553.08
1;1;601.28;33.68;635.75
1;1;601.28;33.68;635.75
1;1;601.28;33.68;635.75
1;1;601.28;33.68;635.75
1;1;601.28;33.68;635.75
1;1;601.28;33.68;635.75
1;1;601.28;33.68;635.75
1;1;601.28;33.68;635.75
1;1;601.28;33.68;635.75
1;1;601.28;33.68;635.75
1;1;996.63;55.82;1053.77
1;1;996.63;55.82;1053.77
1;1;189.41;10.61;200.27
1;1;189.41;10.61;200.27
1;1;189.41;10.61;200.27
1;1;189.41;10.61;200.27
1;1;189.41;10.61;200.27
1;1;189.41;10.61;200.27
1;1;189.41;10.61;200.27
1;1;199.32;11.16;210.74
1;1;199.32;11.16;210.74
1;1;199.32;11.16;210.74
1;1;199.32;11.16;210.74
1;1;199.32;11.16;210.74
1;1;199.32;11.16;210.74
1;1;199.32;11.16;210.74
1;1;199.32;11.16;210.74
1;1;1666.2;93.33;1761.73
1;1;1666.2;93.33;1761.73
1;1;1666.2;93.33;1761.73
1;1;1666.2;93.33;1761.73
1;1;1666.2;93.33;1761.73
1;1;4332.3;242.64;4580.68
1;1;722.42;40.46;763.83
1;1;722.42;40.46;763.83
1;1;722.42;40.46;763.83
1;1;722.42;40.46;763.83
1;1;722.42;40.46;763.83
1;1;671.76;37.63;710.28
1;1;671.76;37.63;710.28
1;200;14142;691.14;14851.58
1;200;15844;774.32;16638.97
1;200;19940;974.49;20940.49
1;75;11662.5;569.96;12247.66
1;75;15967.5;780.35;16768.67
1;75;17970;878.22;18871.65
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;152.13;4.15;156.47
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;147.78;4.03;152
1;1;101.06;2.75;103.94
1;1;101.06;2.75;103.94
1;1;101.06;2.75;103.94
1;1;101.06;2.75;103.94
1;1;101.06;2.75;103.94
1;1;89.1;2.43;91.64
1;1;89.1;2.43;91.64
1;1;89.1;2.43;91.64
1;1;89.1;2.43;91.64
1;1;89.1;2.43;91.64
1;1;1206.22;32.93;1240.69
1;1;1206.22;32.93;1240.69
1;1;1206.22;32.93;1240.69
1;15;1597.43;43.61;1643.09
1;17;1810.41;49.42;1862.15
1;20;1695.22;46.28;1743.67
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;212.99;5.81;219.07
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;190.17;5.19;195.6
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
1;1;192.34;5.25;197.83
