
Fecha,Ventas
2021-11-23 00:00:00,38353.66
2021-11-24 00:00:00,9841.869999999999
2021-11-25 00:00:00,79573.97999999998
2021-12-21 00:00:00,31465.559999999965
2021-12-22 00:00:00,224699.37000000002
2022-01-04 00:00:00,30639.93000000001
2022-02-15 00:00:00,20336.07
2022-03-01 00:00:00,42206.36
2022-03-05 00:00:00,69885.13
2022-04-12 00:00:00,85045.78
2022-04-23 00:00:00,163724.02999999985
2022-04-28 00:00:00,2358.46
2022-04-30 00:00:00,31906.3200000001
2022-05-02 00:00:00,174856.28
2022-05-12 00:00:00,95268.12999999999
2022-05-13 00:00:00,85028.51999999993
2022-05-19 00:00:00,45378.82
