Fecha;Sector;Ventas
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;195.60
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;197.83
18/02/2020;COMERCIAL;1,473.18
18/02/2020;COMERCIAL;1,473.18
18/02/2020;COMERCIAL;1,473.18
18/02/2020;COMERCIAL;2,079.00
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;328.61
18/02/2020;COMERCIAL;1,011.56
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
18/02/2020;COMERCIAL;156.47
2/03/2020;COMERCIAL;245.86
2/03/2020;RESIDENCIAL;7,269.24
2/03/2020;RESIDENCIAL;7,488.80
2/03/2020;RESIDENCIAL;16,217.84
2/03/2020;RESIDENCIAL;3,892.25
2/03/2020;RESIDENCIAL;3,319.71
2/03/2020;RESIDENCIAL;2,919.26
11/03/2020;COMERCIAL;680.83
11/03/2020;COMERCIAL;13,924.91
11/03/2020;COMERCIAL;7,086.10
11/03/2020;COMERCIAL;4,428.81
11/03/2020;COMERCIAL;3,094.56
11/03/2020;COMERCIAL;4,153.81
11/03/2020;COMERCIAL;2,197.47
11/03/2020;COMERCIAL;3,920.26
28/03/2020;COMERCIAL;39,100.70
15/04/2020;COMERCIAL;39,416.44
24/04/2020;COMERCIAL;11,579.70
24/04/2020;COMERCIAL;21,880.76
24/04/2020;COMERCIAL;3,445.88
30/04/2020;COMERCIAL;307.54
30/04/2020;COMERCIAL;307.54
30/04/2020;COMERCIAL;307.54
30/04/2020;COMERCIAL;307.54
30/04/2020;COMERCIAL;307.54
30/04/2020;COMERCIAL;307.54
30/04/2020;COMERCIAL;307.54
30/04/2020;COMERCIAL;5,437.06
30/04/2020;COMERCIAL;896.28
30/04/2020;COMERCIAL;2,224.25
30/04/2020;COMERCIAL;1,467.45
30/04/2020;COMERCIAL;2,152.85
30/04/2020;COMERCIAL;1,647.59
30/04/2020;COMERCIAL;1,167.58
30/04/2020;COMERCIAL;2,141.86
30/04/2020;COMERCIAL;1,606.94
30/04/2020;COMERCIAL;3,211.70
30/04/2020;COMERCIAL;2,928.32
30/04/2020;COMERCIAL;738.11
30/04/2020;COMERCIAL;1,937.56
30/04/2020;COMERCIAL;4,112.40
30/04/2020;COMERCIAL;1,284.02
30/04/2020;COMERCIAL;966.57
30/04/2020;COMERCIAL;384.42
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;106.53
30/04/2020;COMERCIAL;252.62
30/04/2020;COMERCIAL;856.74
30/04/2020;COMERCIAL;2,754.76
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;135.09
30/04/2020;COMERCIAL;4,033.31
30/04/2020;COMERCIAL;2,003.46
30/04/2020;COMERCIAL;5,535.91
30/04/2020;COMERCIAL;768.87
30/04/2020;COMERCIAL;1,469.65
30/04/2020;COMERCIAL;370.14
30/04/2020;COMERCIAL;5,562.28
30/04/2020;COMERCIAL;4,814.27
30/04/2020;COMERCIAL;724.94
30/04/2020;COMERCIAL;1,199.44
30/04/2020;COMERCIAL;1,506.99
30/04/2020;COMERCIAL;2,614.18
30/04/2020;COMERCIAL;917.15
30/04/2020;RESIDENCIAL;1,235.68
30/04/2020;COMERCIAL;6,672.77
19/05/2020;COMERCIAL;17,494.05
19/05/2020;COMERCIAL;3,778.94
19/05/2020;RESIDENCIAL;4,747.03
19/05/2020;RESIDENCIAL;3,991.16
19/05/2020;RESIDENCIAL;11,641.01
19/05/2020;COMERCIAL;9,100.43
19/05/2020;COMERCIAL;1,281.65
19/05/2020;COMERCIAL;5,315.45
19/05/2020;COMERCIAL;1,082.68
19/05/2020;COMERCIAL;1,374.09
19/05/2020;COMERCIAL;5,126.63
19/05/2020;COMERCIAL;1,281.65
19/05/2020;RESIDENCIAL;5,822.81
19/05/2020;RESIDENCIAL;3,385.21
19/05/2020;RESIDENCIAL;3,860.45
19/05/2020;RESIDENCIAL;7,054.65
19/05/2020;RESIDENCIAL;16,036.48
19/05/2020;RESIDENCIAL;8,895.27
19/05/2020;RESIDENCIAL;7,222.85
2/06/2020;COMERCIAL;918.77
2/06/2020;COMERCIAL;918.77
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;141.68
2/06/2020;COMERCIAL;230.85
2/06/2020;COMERCIAL;230.85
2/06/2020;COMERCIAL;230.85
2/06/2020;COMERCIAL;230.85
2/06/2020;COMERCIAL;230.85
2/06/2020;COMERCIAL;230.85
2/06/2020;COMERCIAL;230.85
2/06/2020;COMERCIAL;230.85
2/06/2020;COMERCIAL;230.85
2/06/2020;COMERCIAL;230.85
2/06/2020;RESIDENCIAL;1,745.40
2/06/2020;COMERCIAL;1,644.10
2/06/2020;COMERCIAL;1,688.00
2/06/2020;COMERCIAL;3,538.07
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;82.14
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;182.29
2/06/2020;COMERCIAL;189.05
2/06/2020;COMERCIAL;189.05
2/06/2020;COMERCIAL;189.05
2/06/2020;COMERCIAL;189.05
2/06/2020;COMERCIAL;189.05
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;136.16
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;440.00
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;178.92
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;142.90
2/06/2020;COMERCIAL;758.47
2/06/2020;COMERCIAL;501.88
2/06/2020;COMERCIAL;1,215.36
2/06/2020;COMERCIAL;1,260.37
2/06/2020;COMERCIAL;949.78
2/06/2020;COMERCIAL;675.19
2/06/2020;COMERCIAL;747.21
2/06/2020;COMERCIAL;232.94
2/06/2020;COMERCIAL;232.94
2/06/2020;COMERCIAL;232.94
2/06/2020;COMERCIAL;232.94
2/06/2020;COMERCIAL;232.94
2/06/2020;COMERCIAL;232.94
2/06/2020;COMERCIAL;232.94
2/06/2020;COMERCIAL;232.94
2/06/2020;COMERCIAL;232.94
2/06/2020;COMERCIAL;232.94
2/06/2020;RESIDENCIAL;1,465.19
2/06/2020;COMERCIAL;438.91
2/06/2020;COMERCIAL;438.91
2/06/2020;RESIDENCIAL;214.04
2/06/2020;COMERCIAL;774.06
2/06/2020;RESIDENCIAL;1,712.46
2/06/2020;COMERCIAL;1,324.34
2/06/2020;COMERCIAL;2,189.22
2/06/2020;COMERCIAL;3,064.91
2/06/2020;COMERCIAL;6,408.76
2/06/2020;COMERCIAL;1,081.10
2/06/2020;COMERCIAL;1,621.64
2/06/2020;COMERCIAL;1,128.66
2/06/2020;RESIDENCIAL;1,556.77
2/06/2020;RESIDENCIAL;2,162.20
2/06/2020;COMERCIAL;384.86
2/06/2020;COMERCIAL;434.59
2/06/2020;COMERCIAL;1,324.34
2/06/2020;COMERCIAL;2,737.35
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;110.26
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;138.37
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;227.02
2/06/2020;COMERCIAL;4,797.93
2/06/2020;COMERCIAL;1,760.03
2/06/2020;COMERCIAL;1,617.32
2/06/2020;RESIDENCIAL;3,594.65
2/06/2020;RESIDENCIAL;1,212.99
2/06/2020;RESIDENCIAL;2,996.80
2/06/2020;COMERCIAL;1,941.65
2/06/2020;COMERCIAL;3,604.39
2/06/2020;COMERCIAL;2,038.95
2/06/2020;COMERCIAL;1,907.05
2/06/2020;COMERCIAL;2,868.15
2/06/2020;COMERCIAL;4,881.17
2/06/2020;COMERCIAL;3,834.67
2/06/2020;COMERCIAL;475.67
2/06/2020;COMERCIAL;717.84
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;87.56
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;168.64
2/06/2020;COMERCIAL;1,083.26
2/06/2020;COMERCIAL;279.99
2/06/2020;COMERCIAL;438.91
2/06/2020;COMERCIAL;516.75
2/06/2020;COMERCIAL;1,803.27
2/06/2020;COMERCIAL;2,815.18
2/06/2020;COMERCIAL;4,082.24
2/06/2020;COMERCIAL;11,630.50
2/06/2020;COMERCIAL;8,681.26
2/06/2020;COMERCIAL;1,052.98
2/06/2020;COMERCIAL;964.33
2/06/2020;COMERCIAL;2,185.98
2/06/2020;COMERCIAL;3,632.50
19/05/2020;INDUSTRIAL;1,696.81
19/05/2020;INDUSTRIAL;3,327.77
30/06/2020;COMERCIAL;874.18
30/06/2020;COMERCIAL;874.18
30/06/2020;COMERCIAL;874.18
30/06/2020;COMERCIAL;874.18
30/06/2020;COMERCIAL;874.18
30/06/2020;COMERCIAL;834.96
30/06/2020;RESIDENCIAL;480.80
30/06/2020;COMERCIAL;833.84
30/06/2020;COMERCIAL;2,438.75
30/06/2020;COMERCIAL;564.84
30/06/2020;COMERCIAL;1,318.00
30/06/2020;COMERCIAL;906.68
30/06/2020;COMERCIAL;906.68
30/06/2020;COMERCIAL;1,585.86
30/06/2020;COMERCIAL;1,585.86
30/06/2020;COMERCIAL;331.73
30/06/2020;COMERCIAL;2,133.90
30/06/2020;COMERCIAL;363.11
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;140.08
30/06/2020;COMERCIAL;1,255.23
30/06/2020;COMERCIAL;1,255.23
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;1,125.22
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;188.27
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;408.91
30/06/2020;COMERCIAL;470.70
30/06/2020;COMERCIAL;1,398.69
30/06/2020;COMERCIAL;448.29
30/06/2020;COMERCIAL;484.15
30/06/2020;COMERCIAL;587.27
30/06/2020;COMERCIAL;441.57
30/06/2020;COMERCIAL;609.68
30/06/2020;COMERCIAL;282.41
30/06/2020;COMERCIAL;1,156.62
30/06/2020;COMERCIAL;1,255.25
30/06/2020;COMERCIAL;637.70
30/06/2020;COMERCIAL;637.70
30/06/2020;COMERCIAL;138.97
2/07/2020;RESIDENCIAL;4,688.41
2/07/2020;COMERCIAL;22,298.11
2/07/2020;RESIDENCIAL;2,894.53
2/07/2020;RESIDENCIAL;484.04
2/07/2020;RESIDENCIAL;1,701.47
2/07/2020;COMERCIAL;14,021.79
2/09/2020;COMERCIAL;2,114.52
2/09/2020;COMERCIAL;2,114.52
2/09/2020;COMERCIAL;214.21
2/09/2020;COMERCIAL;214.21
2/09/2020;COMERCIAL;214.21
2/09/2020;COMERCIAL;214.21
2/09/2020;COMERCIAL;214.21
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;160.93
2/09/2020;COMERCIAL;261.94
2/09/2020;COMERCIAL;261.94
2/09/2020;COMERCIAL;261.94
2/09/2020;COMERCIAL;261.94
2/09/2020;COMERCIAL;261.94
2/09/2020;COMERCIAL;261.94
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;128.74
2/09/2020;COMERCIAL;873.55
2/09/2020;COMERCIAL;1,344.19
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
20/08/2020;INDUSTRIAL;6,545.47
5/04/2019;COMERCIAL;8,305.87
5/04/2019;COMERCIAL;6,948.94
5/04/2019;COMERCIAL;6,827.52
5/04/2019;COMERCIAL;8,894.40
5/04/2019;COMERCIAL;5,336.88
5/04/2019;COMERCIAL;4,703.72
5/04/2019;COMERCIAL;3,161.31
5/04/2019;COMERCIAL;4,709.01
5/04/2019;COMERCIAL;11,544.40
5/04/2019;COMERCIAL;3,936.26
5/04/2019;COMERCIAL;4,611.07
5/04/2019;COMERCIAL;6,965.57
5/04/2019;COMERCIAL;8,556.30
5/04/2019;COMERCIAL;6,452.83
5/04/2019;COMERCIAL;4,632.63
5/04/2019;COMERCIAL;7,967.36
5/04/2019;COMERCIAL;4,141.92
5/04/2019;COMERCIAL;9,810.45
5/04/2019;COMERCIAL;3,628.39
5/04/2019;COMERCIAL;10,790.79
12/09/2019;COMERCIAL;3,542.36
12/09/2019;COMERCIAL;4,839.17
12/09/2019;COMERCIAL;2,175.01
12/09/2019;COMERCIAL;3,094.15
12/09/2019;COMERCIAL;5,096.27
12/09/2019;COMERCIAL;1,649.46
12/09/2019;COMERCIAL;532.36
12/09/2019;COMERCIAL;1,255.86
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;832.49
2/09/2020;COMERCIAL;651.55
2/09/2020;COMERCIAL;651.55
2/09/2020;COMERCIAL;651.55
2/09/2020;COMERCIAL;651.55
2/09/2020;COMERCIAL;651.55
2/09/2020;COMERCIAL;463.97
2/09/2020;COMERCIAL;2,221.08
2/09/2020;COMERCIAL;651.55
2/09/2020;COMERCIAL;651.55
2/09/2020;COMERCIAL;740.35
25/09/2020;RESIDENCIAL;7,381.20
25/09/2020;COMERCIAL;150.80
25/09/2020;COMERCIAL;3,792.63
25/09/2020;COMERCIAL;4,762.05
25/09/2020;COMERCIAL;3,820.98
25/09/2020;COMERCIAL;1,913.88
25/09/2020;COMERCIAL;2,760.85
25/09/2020;COMERCIAL;764.18
25/09/2020;COMERCIAL;764.18
25/09/2020;COMERCIAL;764.18
25/09/2020;COMERCIAL;764.18
25/09/2020;COMERCIAL;764.18
25/09/2020;COMERCIAL;917.25
25/09/2020;RESIDENCIAL;3,628.22
25/09/2020;COMERCIAL;1,870.79
25/09/2020;COMERCIAL;1,870.79
25/09/2020;COMERCIAL;2,976.28
27/10/2020;RESIDENCIAL;1,411.38
27/10/2020;RESIDENCIAL;177.15
27/10/2020;RESIDENCIAL;1,116.10
27/10/2020;RESIDENCIAL;1,255.55
27/10/2020;RESIDENCIAL;1,254.82
27/10/2020;RESIDENCIAL;2,700.20
27/10/2020;RESIDENCIAL;2,308.96
27/10/2020;RESIDENCIAL;1,712.32
27/10/2020;RESIDENCIAL;2,007.69
27/10/2020;RESIDENCIAL;1,269.22
27/10/2020;RESIDENCIAL;2,081.30
27/10/2020;RESIDENCIAL;1,928.67
27/10/2020;RESIDENCIAL;5,855.84
27/10/2020;RESIDENCIAL;4,499.46
27/10/2020;RESIDENCIAL;3,409.94
27/10/2020;RESIDENCIAL;7,892.65
27/10/2020;RESIDENCIAL;283.90
27/10/2020;RESIDENCIAL;2,912.99
27/10/2020;RESIDENCIAL;397.47
27/10/2020;RESIDENCIAL;413.43
27/10/2020;RESIDENCIAL;8,188.93
16/10/2020;COMERCIAL;16,517.31
16/10/2020;COMERCIAL;18,505.10
16/10/2020;COMERCIAL;22,555.35
9/11/2020;RESIDENCIAL;3,688.25
9/11/2020;COMERCIAL;791.16
9/11/2020;COMERCIAL;1,436.23
9/11/2020;COMERCIAL;782.77
9/11/2020;COMERCIAL;17,866.75
9/11/2020;COMERCIAL;13,638.01
9/11/2020;RESIDENCIAL;1,977.92
26/11/2020;RESIDENCIAL;2,036.63
26/11/2020;COMERCIAL;1,601.02
26/11/2020;COMERCIAL;1,601.02
26/11/2020;COMERCIAL;3,547.15
26/11/2020;COMERCIAL;1,830.71
26/11/2020;RESIDENCIAL;11,201.54
26/11/2020;COMERCIAL;2,155.44
26/11/2020;COMERCIAL;2,155.44
26/11/2020;COMERCIAL;1,006.99
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;144.82
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;139.16
26/11/2020;COMERCIAL;36.20
26/11/2020;COMERCIAL;3,773.44
26/11/2020;COMERCIAL;1,135.99
26/11/2020;COMERCIAL;1,509.37
26/11/2020;COMERCIAL;561.20
26/11/2020;COMERCIAL;561.19
3/12/2020;COMERCIAL;6,569.09
3/12/2020;INDUSTRIAL;3,012.18
26/02/2021;RESIDENCIAL;7,648.09
26/02/2021;RESIDENCIAL;7,829.93
26/02/2021;COMERCIAL;5,894.92
26/02/2021;COMERCIAL;3,979.14
26/02/2021;COMERCIAL;451.40
26/02/2021;COMERCIAL;3,394.03
26/02/2021;COMERCIAL;1,176.62
26/02/2021;COMERCIAL;3,529.89
26/02/2021;COMERCIAL;2,708.38
26/02/2021;COMERCIAL;1,871.89
26/02/2021;COMERCIAL;4,706.51
26/02/2021;COMERCIAL;235.32
26/02/2021;COMERCIAL;2,059.09
26/02/2021;COMERCIAL;6,824.45
26/02/2021;COMERCIAL;1,647.26
26/02/2021;COMERCIAL;800.10
26/02/2021;COMERCIAL;786.19
26/02/2021;COMERCIAL;1,920.03
26/02/2021;COMERCIAL;2,952.26
26/02/2021;COMERCIAL;4,963.23
26/02/2021;COMERCIAL;248.14
26/02/2021;RESIDENCIAL;584.03
26/02/2021;RESIDENCIAL;53.48
26/02/2021;COMERCIAL;188.24
26/02/2021;COMERCIAL;347.62
26/02/2021;COMERCIAL;3,572.67
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;98.40
26/02/2021;COMERCIAL;269.54
26/02/2021;COMERCIAL;449.25
26/02/2021;COMERCIAL;331.58
26/02/2021;RESIDENCIAL;247.08
26/02/2021;RESIDENCIAL;588.30
26/02/2021;RESIDENCIAL;616.11
26/02/2021;COMERCIAL;898.51
26/02/2021;COMERCIAL;179.69
12/03/2021;INDUSTRIAL;5,436.71
12/03/2021;INDUSTRIAL;5,436.71
16/03/2021;COMERCIAL;1,541.07
16/03/2021;COMERCIAL;2,385.12
16/03/2021;COMERCIAL;2,548.49
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;255.92
16/03/2021;COMERCIAL;156.82
16/03/2021;COMERCIAL;156.82
16/03/2021;COMERCIAL;156.82
16/03/2021;COMERCIAL;156.82
16/03/2021;COMERCIAL;156.82
16/03/2021;COMERCIAL;156.82
